Month,DayOfWeek,IsHoliday,Temperature,Humidity,SquareFootArea,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DailyConsumption_kWh,MonthlyConsumption_kWh
6,0,0,21.3,26.8,2200,2,2.0,8.1,4.5,24.85,747.48
8,6,0,27.8,39.0,4500,9,11.8,8.3,9.8,71.45,2189.38
11,6,0,15.8,88.0,800,9,8.6,8.3,0.0,43.19,1417.49
11,6,0,15.7,68.0,2800,3,9.6,6.2,0.1,43.5,1308.51
2,0,1,16.9,59.8,5000,5,8.6,5.2,0.0,59.2,1767.53
5,6,1,29.0,48.5,4500,5,8.3,5.6,1.4,58.41,1839.2
1,6,0,15.0,56.4,1200,2,6.3,6.0,1.1,27.21,867.31
12,4,0,19.6,74.0,3500,2,6.4,5.2,0.0,40.79,1303.64
1,5,0,16.6,53.4,2200,1,9.0,3.9,0.0,32.24,977.92
5,5,0,24.7,57.6,1200,2,5.5,5.1,0.7,26.32,826.34
12,3,0,13.0,55.8,800,7,8.7,3.7,0.0,38.72,1163.78
3,3,0,19.4,78.3,1200,1,2.9,6.0,0.0,20.96,631.34
4,6,0,24.6,61.4,2800,1,5.5,3.7,0.7,31.75,957.47
3,4,0,24.3,69.9,4500,9,5.3,6.8,2.4,59.42,1801.34
1,6,0,19.4,52.3,1500,2,9.8,3.6,7.7,28.33,853.25
1,3,1,11.6,72.0,2200,4,6.1,5.2,0.0,38.52,1218.09
12,0,0,14.6,56.2,1200,3,8.7,5.7,0.0,34.88,1072.3
12,0,0,18.1,61.3,4500,4,10.1,5.2,0.0,59.86,1804.87
5,1,0,30.8,70.3,1800,7,11.0,6.7,0.0,53.29,1605.96
6,5,0,33.2,37.5,2800,2,12.7,5.9,6.3,48.74,1443.07
3,4,0,17.7,57.4,1500,2,10.3,4.6,0.0,32.51,926.49
12,2,0,9.4,65.3,4500,9,9.6,5.0,0.3,69.1,2118.04
9,5,1,21.5,61.2,4500,6,7.1,4.6,0.0,57.6,1772.82
5,2,0,27.2,45.3,1500,7,8.2,4.5,0.0,42.29,1218.89
8,1,0,30.5,77.5,5000,5,9.8,8.6,0.0,66.83,1956.06
1,1,0,9.1,43.8,2200,5,10.4,4.6,4.8,48.06,1473.3
5,6,0,26.2,68.2,5000,4,11.0,7.0,0.0,62.23,1852.49
3,3,0,20.8,69.6,3500,8,6.6,6.0,0.3,53.53,1561.35
12,1,1,9.9,82.8,1500,7,7.4,5.2,2.5,45.06,1279.6
1,1,1,19.0,40.3,2800,2,7.8,5.5,10.6,36.81,1083.5
4,2,0,20.3,42.1,1200,2,7.7,5.6,0.0,28.25,853.38
5,3,0,31.7,68.6,2800,6,7.6,3.0,0.0,54.2,1613.28
7,1,0,27.6,28.1,2200,1,6.3,5.0,8.3,30.71,861.61
1,5,0,9.4,40.1,1500,7,11.4,5.7,0.0,51.04,1504.72
3,1,1,15.9,49.1,3500,8,6.5,5.3,4.7,55.14,1679.18
2,3,0,14.6,59.8,1800,8,7.1,2.6,0.0,41.9,1328.24
9,6,0,24.3,74.1,2800,3,6.1,4.8,0.0,37.56,1128.89
10,4,0,21.0,55.3,5000,7,6.5,8.1,4.7,58.32,1796.08
6,3,0,30.4,42.7,2800,1,11.0,5.9,0.0,46.13,1416.34
10,2,1,21.2,61.2,1800,3,7.4,3.7,0.0,34.04,995.06
3,4,0,17.7,60.6,1200,6,6.1,6.9,0.0,37.26,1159.99
8,5,0,21.2,57.8,5000,9,8.7,4.2,2.9,66.91,2057.89
8,0,0,30.7,50.4,1800,5,10.6,5.9,0.0,50.38,1489.61
2,3,0,14.7,34.0,1800,5,9.9,5.9,0.0,42.9,1287.8
6,6,0,36.2,39.0,1200,9,12.5,5.3,0.0,57.71,1705.87
7,2,0,25.8,67.7,2200,9,6.4,7.5,3.8,48.61,1401.73
2,5,0,6.9,59.7,2800,6,8.4,6.7,3.4,50.36,1556.84
11,4,0,20.8,55.5,2800,5,5.4,4.3,0.8,35.88,1148.52
10,5,0,23.6,70.9,1500,2,8.8,4.8,0.0,32.24,964.43
2,3,0,10.5,43.9,5000,8,6.8,4.5,4.9,62.39,1847.65
10,1,0,15.1,54.8,3500,8,5.1,4.9,4.9,47.5,1473.06
1,6,0,20.9,61.0,1500,7,2.4,6.7,0.0,33.89,1069.63
8,3,0,35.3,47.2,1800,8,7.8,5.8,0.0,52.56,1537.82
1,0,0,2.8,60.5,3500,3,9.9,6.8,0.0,55.92,1683.91
9,3,0,23.9,52.7,4500,3,7.1,2.9,0.1,51.07,1621.17
11,4,0,25.5,42.5,2800,2,5.0,5.6,4.2,35.73,1153.86
6,4,1,26.8,52.2,1800,1,9.1,6.3,5.6,33.47,962.52
7,3,0,27.8,34.7,1200,3,8.1,5.5,0.0,30.49,852.08
10,4,0,20.7,59.5,4500,3,2.0,3.3,0.0,39.43,1198.7
7,1,0,25.0,67.2,800,7,7.2,4.1,0.0,34.74,1074.28
10,5,0,14.3,54.1,5000,9,8.3,7.3,2.2,66.5,2027.37
3,3,0,22.7,40.9,4500,1,10.3,4.3,3.0,50.79,1548.23
2,6,0,6.8,56.0,1500,8,10.7,4.6,0.0,54.84,1657.96
9,1,0,27.1,45.0,1800,1,4.3,4.6,0.2,26.88,787.3
8,5,0,32.9,59.6,1800,3,10.0,4.9,0.0,41.91,1228.81
12,6,0,8.5,58.2,1200,4,10.1,7.2,0.0,41.1,1269.18
10,6,0,17.8,78.0,2200,8,8.2,3.2,0.0,42.71,1249.56
7,6,0,35.5,64.6,1500,1,15.6,6.0,0.0,50.08,1427.37
9,5,0,28.4,53.2,800,2,7.1,7.4,3.4,28.67,866.58
4,1,0,19.2,61.1,1200,5,5.2,6.9,0.0,30.76,935.65
4,6,1,27.4,47.8,3500,6,8.9,9.1,0.0,59.01,1856.87
1,6,0,19.4,59.7,800,5,10.1,4.8,0.0,37.7,1132.51
8,2,0,30.1,48.2,1200,3,10.1,6.6,5.4,35.68,1010.71
12,3,1,11.0,69.2,3500,7,8.3,5.6,0.0,59.54,1841.07
3,5,0,16.1,72.2,800,1,9.4,4.3,2.0,28.65,857.28
7,5,0,31.3,60.3,3500,2,12.7,1.9,3.7,50.11,1496.11
12,4,0,14.2,71.1,4500,9,6.5,5.2,0.0,62.05,1809.15
2,5,1,19.3,68.6,1200,4,4.5,7.0,0.0,29.98,922.33
2,1,1,8.2,64.1,1800,8,10.0,3.2,3.6,52.6,1585.03
7,5,0,23.3,37.0,3500,9,7.3,9.0,2.7,56.04,1684.78
6,2,0,29.7,70.4,800,7,11.4,6.3,0.0,46.42,1434.8
3,3,0,15.8,76.7,2800,1,6.6,3.4,0.0,34.4,1079.65
9,3,0,23.2,52.2,2200,5,7.5,5.8,0.7,41.77,1267.53
10,5,0,14.0,53.1,2800,6,11.2,6.6,0.3,50.04,1525.43
6,6,0,29.0,57.3,4500,8,8.8,5.1,3.0,62.35,1886.11
10,0,0,21.8,64.1,800,8,5.4,4.9,0.0,34.14,1099.44
10,0,0,24.9,55.1,1500,9,8.3,8.9,1.8,51.42,1501.8
6,6,0,29.2,35.0,5000,9,7.8,5.4,6.5,68.26,1998.94
1,6,0,13.4,63.0,4500,4,9.0,5.2,0.0,57.17,1661.62
4,6,0,27.3,59.1,1800,6,7.5,7.6,0.0,42.19,1288.98
10,1,1,16.1,66.2,5000,3,7.2,5.2,0.6,56.06,1676.7
6,0,0,31.3,54.2,3500,1,8.3,6.2,8.5,46.03,1331.12
6,6,0,21.4,46.7,1200,6,5.0,4.9,0.0,34.25,1018.79
11,1,0,14.2,71.3,800,1,10.0,4.1,0.0,27.6,925.08
12,4,0,9.6,60.8,800,9,9.8,6.5,4.7,45.66,1389.04
5,1,1,29.5,45.1,1500,6,11.1,4.1,3.4,50.95,1594.87
1,0,0,13.7,57.2,1200,1,3.7,5.7,0.0,22.43,614.25
8,5,0,28.9,31.5,1800,3,7.3,3.9,5.5,35.24,1070.34
5,4,0,21.0,48.5,4500,1,4.5,5.7,0.0,39.61,1211.37
12,0,0,13.7,68.3,2200,2,7.7,7.1,0.0,37.76,1163.94
12,1,0,11.6,64.1,2200,6,6.8,2.6,0.7,41.64,1237.81
12,2,0,16.8,78.2,2800,7,4.0,5.1,0.0,41.09,1277.1
5,3,0,21.5,47.5,2200,1,7.5,2.2,3.3,29.52,907.73
7,0,0,36.0,56.5,2200,5,9.3,5.1,0.0,49.54,1490.17
4,6,0,14.5,62.0,3500,6,9.1,6.1,0.0,54.6,1618.72
6,1,1,25.3,78.1,2800,4,4.9,4.9,0.0,39.49,1117.86
4,6,0,29.5,54.2,1200,6,5.3,2.4,0.0,34.55,950.25
3,6,1,16.0,42.5,800,5,8.0,6.8,0.0,37.11,1083.01
7,6,0,24.1,60.8,800,7,8.2,3.5,0.0,34.55,1029.55
8,6,0,29.9,74.9,1800,4,7.4,6.7,0.0,38.91,1136.89
4,6,0,19.9,48.6,1200,1,4.3,4.0,5.4,16.5,510.5
2,4,0,11.3,67.6,2800,2,11.4,3.9,0.0,48.61,1495.33
12,0,0,10.1,74.7,5000,6,9.2,5.6,0.0,63.91,1861.02
10,0,0,34.5,69.7,4500,2,8.1,6.8,3.5,53.86,1640.51
3,3,0,16.9,56.5,1800,5,4.2,8.4,2.0,33.04,990.0
1,1,0,5.3,50.9,1200,4,9.3,4.8,0.0,36.86,1028.25
8,2,0,35.6,51.5,800,7,9.6,3.7,11.4,44.86,1386.68
3,4,0,20.7,60.5,3500,4,7.6,5.9,0.0,46.23,1344.8
12,1,0,11.6,70.9,1500,7,8.8,3.7,0.0,41.45,1359.16
10,4,0,17.8,61.5,2800,8,6.7,6.9,2.9,47.85,1488.04
7,0,0,33.0,46.1,2200,7,7.8,6.4,0.0,47.7,1424.59
10,6,0,20.9,64.2,2200,2,8.8,7.2,6.6,36.72,1101.53
5,3,0,17.3,61.0,1200,1,9.1,6.7,2.7,30.06,839.19
10,3,0,30.0,62.1,5000,5,10.5,5.7,8.1,65.89,2055.76
5,5,0,24.0,40.6,1800,7,6.8,5.7,0.0,40.01,1162.09
7,2,0,36.7,48.5,800,1,11.5,3.8,7.4,35.34,1062.09
9,3,0,31.8,66.4,1200,8,4.1,4.4,0.0,37.45,1094.6
12,6,0,10.6,43.4,5000,3,9.5,5.2,4.7,57.15,1735.25
5,0,0,30.6,25.6,3500,7,12.7,4.1,7.6,61.79,1852.76
1,2,0,11.1,77.4,1200,3,7.8,4.9,2.1,33.03,962.72
10,1,0,13.6,63.6,3500,4,6.2,4.7,2.5,46.55,1417.4
10,6,0,20.1,64.8,1800,8,6.0,6.7,0.0,41.56,1314.48
1,6,0,15.8,46.4,1200,2,5.8,5.2,7.1,24.26,730.0
2,3,1,13.0,66.4,1800,6,6.6,7.1,0.0,45.48,1265.81
6,2,0,27.5,53.3,2200,9,8.5,5.4,4.1,51.01,1547.2
9,0,0,31.1,36.0,1800,9,10.7,4.1,6.0,50.88,1459.95
8,5,0,29.4,69.6,1500,5,9.1,6.3,0.0,44.3,1267.37
5,4,0,22.2,52.6,2800,3,4.1,5.1,0.0,35.85,1009.2
1,4,0,17.2,54.6,800,6,5.8,5.2,1.9,28.8,895.78
7,0,0,30.9,46.1,4500,9,9.6,5.3,0.1,67.12,1948.25
5,0,1,14.7,26.5,2200,6,9.2,5.6,1.8,48.35,1494.93
6,4,0,30.9,57.1,4500,4,8.6,5.0,3.9,56.05,1717.99
7,5,0,31.8,53.8,1800,5,7.5,6.3,0.0,42.26,1228.97
3,2,1,18.1,52.7,1800,7,8.4,6.8,0.0,44.66,1361.36
12,4,1,19.1,75.3,2200,3,10.2,4.7,0.0,42.34,1323.22
10,0,0,19.0,40.9,2200,9,8.8,8.9,3.2,51.63,1522.69
3,3,1,19.5,47.8,2800,1,10.4,4.2,2.2,38.69,1216.14
5,1,0,18.9,40.5,2200,8,5.4,5.8,3.6,40.45,1221.1
6,5,1,30.8,46.7,2200,5,11.0,3.1,0.0,49.03,1439.88
9,6,0,34.8,55.8,4500,9,12.7,5.7,0.0,76.16,2321.97
12,5,0,10.6,65.2,2800,2,8.1,4.9,3.1,42.51,1242.62
5,3,0,22.6,46.5,1200,1,4.8,5.0,6.1,22.3,731.37
1,3,0,10.8,48.8,1800,7,7.1,7.2,0.8,44.53,1284.05
4,6,0,22.6,72.7,1800,9,6.3,8.4,0.0,46.67,1459.02
5,0,0,21.2,79.6,2200,5,3.0,7.2,0.0,31.11,943.11
12,4,0,17.0,61.7,2800,4,10.6,5.2,0.0,49.66,1521.85
10,2,0,25.8,48.4,2200,4,4.9,5.7,7.3,33.08,974.69
10,5,0,24.4,75.2,2800,8,7.9,8.1,0.0,50.67,1537.73
5,6,0,18.0,33.3,4500,1,2.4,3.6,6.6,34.03,907.06
7,5,0,34.5,46.7,1800,1,14.1,6.3,0.0,50.35,1520.33
4,3,0,26.2,44.1,1500,8,10.1,4.5,4.6,46.81,1345.2
1,4,1,17.7,45.4,5000,2,3.8,6.9,0.3,52.13,1597.56
5,5,0,27.7,47.3,1500,6,8.6,5.4,1.0,42.37,1247.03
7,2,0,31.0,40.3,4500,2,8.5,3.9,2.8,54.72,1617.11
10,3,0,26.6,57.7,2200,5,8.0,4.5,0.0,41.55,1194.12
10,2,0,30.7,57.8,5000,3,10.2,4.6,0.0,58.6,1766.28
6,4,0,24.6,42.5,1500,7,5.5,7.1,6.8,37.94,1100.08
5,5,0,30.9,46.2,4500,9,8.9,7.9,3.2,68.93,2065.53
4,1,0,21.6,49.7,3500,2,2.6,4.6,7.9,32.68,965.69
2,5,0,14.5,67.2,3500,7,8.1,4.4,0.0,54.68,1594.29
4,4,0,15.1,50.7,5000,8,3.7,8.8,5.3,59.75,1775.01
10,5,0,20.7,67.4,4500,8,8.7,7.0,0.4,61.76,1826.23
10,6,1,17.5,64.5,1500,7,4.1,4.5,3.8,34.59,1081.36
3,5,0,15.9,61.9,2800,4,8.1,5.9,0.0,45.09,1403.86
10,0,0,17.1,74.2,2800,4,8.8,4.8,0.0,41.27,1178.73
1,5,0,12.0,45.9,2200,9,12.4,4.0,0.0,55.6,1676.71
8,5,0,27.1,46.8,1500,9,11.4,5.4,1.6,55.22,1643.99
5,2,0,26.4,71.8,5000,5,10.4,3.4,0.0,61.07,1792.54
4,1,0,14.7,49.4,3500,7,7.9,5.0,0.0,54.49,1641.26
8,2,1,22.4,20.0,1800,7,8.7,5.1,8.5,42.79,1304.81
7,2,0,31.6,48.2,2800,9,9.7,5.1,6.1,56.85,1585.72
2,3,0,11.5,59.1,2200,7,9.6,7.1,4.9,46.51,1440.51
1,0,0,18.8,27.9,800,8,5.4,6.4,3.2,34.51,1067.29
12,2,0,16.1,76.0,1200,7,11.0,4.7,0.0,42.73,1280.72
11,6,0,20.7,50.8,800,4,4.5,5.9,1.3,20.81,584.8
4,4,0,28.3,56.4,5000,2,6.0,7.2,6.6,49.38,1503.42
8,6,0,27.5,49.8,5000,3,8.8,4.1,9.2,54.95,1619.03
12,4,0,12.5,44.5,2200,7,5.0,3.7,0.0,39.33,1237.05
2,5,0,19.0,44.7,4500,9,6.8,4.3,5.0,55.96,1719.2
3,3,0,20.3,43.8,1800,2,9.5,5.8,5.4,33.17,995.98
12,0,0,14.2,73.0,800,7,8.9,7.9,0.0,35.77,1036.86
1,6,0,20.3,57.6,1800,4,6.3,6.7,0.0,31.32,961.93
1,0,0,13.0,53.1,3500,7,6.7,7.6,4.2,54.49,1670.35
3,6,0,18.1,43.8,1200,5,3.9,2.2,8.1,24.51,720.26
11,5,0,18.1,73.7,1200,7,8.6,4.4,0.0,39.59,1206.21
5,4,0,21.8,68.2,2800,6,6.3,3.9,3.1,42.53,1254.3
12,1,0,15.4,74.2,5000,2,8.9,6.0,0.0,56.24,1608.81
3,3,0,24.3,60.9,1500,7,2.6,5.4,5.5,33.79,938.87
1,6,0,16.0,62.8,3500,5,9.0,1.0,5.1,47.46,1430.82
1,6,0,14.1,44.7,5000,9,12.0,7.0,3.0,74.01,2288.85
8,5,0,28.2,49.6,5000,1,10.8,6.9,3.7,61.13,1790.38
10,3,0,23.5,49.3,1800,1,7.3,8.1,0.0,34.07,985.89
11,4,0,21.4,37.4,1200,2,4.0,5.4,0.0,23.65,723.02
12,4,1,17.8,72.7,800,8,7.2,6.7,0.0,39.06,1173.46
12,6,0,13.6,51.7,2800,9,8.5,4.2,0.0,53.53,1618.75
2,1,0,16.5,71.9,2200,7,6.4,3.2,6.0,37.28,1141.7
3,1,1,20.2,65.6,2800,1,5.4,7.0,3.4,32.28,967.58
2,0,0,10.5,64.2,3500,7,13.3,6.5,0.0,62.25,1873.66
3,3,0,18.8,62.4,5000,8,4.7,7.7,10.2,56.6,1647.29
7,3,0,20.3,43.3,2800,7,5.4,5.3,0.8,45.24,1338.38
1,4,0,16.2,81.6,2800,5,8.6,9.1,0.0,50.22,1563.39
10,0,1,25.0,58.0,1500,7,11.6,6.2,0.0,52.02,1581.81
8,5,0,32.3,56.1,4500,2,8.8,4.1,0.5,52.47,1586.66
10,3,0,20.2,49.7,5000,9,2.6,5.4,0.8,55.54,1626.94
10,0,0,23.4,46.3,800,2,2.4,2.8,4.6,18.92,531.41
10,0,0,28.4,63.2,2800,2,13.3,3.8,0.0,50.79,1475.35
2,6,0,21.4,60.1,3500,5,2.3,4.9,0.5,37.81,1051.72
3,4,0,17.9,45.5,4500,8,7.1,8.1,0.7,57.74,1720.09
9,0,0,26.6,37.7,4500,6,4.7,5.5,4.7,49.8,1476.47
7,1,0,35.0,35.4,3500,9,8.6,7.5,0.6,65.56,1975.12
4,1,0,15.2,66.9,4500,6,6.4,5.5,0.0,55.59,1714.31
10,2,0,20.5,50.1,5000,5,2.2,4.0,10.5,47.18,1387.21
5,4,0,32.0,46.6,3500,1,11.7,5.9,0.0,52.64,1635.41
2,6,0,19.5,74.9,1500,8,7.3,4.5,0.0,36.82,1127.75
11,5,0,19.7,45.9,5000,3,5.5,4.7,0.7,48.04,1505.19
8,2,1,22.2,43.8,800,2,5.2,8.2,0.0,27.22,765.33
4,1,0,21.8,43.3,4500,7,8.4,6.6,3.6,58.39,1804.48
9,6,0,23.3,74.4,2800,2,6.9,4.0,0.0,36.66,1069.44
5,2,0,27.5,74.6,1500,1,12.1,6.2,0.0,40.08,1166.61
9,4,1,22.4,64.0,5000,2,5.5,3.8,0.0,45.54,1363.54
4,6,0,17.4,61.9,2800,6,7.9,3.0,5.0,42.05,1223.32
10,4,0,12.7,50.5,3500,2,6.0,6.8,0.0,45.84,1394.52
5,0,0,31.5,74.0,1200,1,8.3,5.5,0.0,35.45,1101.35
9,3,1,24.2,58.2,800,1,9.0,4.8,1.8,26.93,830.12
8,0,0,29.6,62.7,800,4,10.9,2.9,0.0,34.48,1031.87
3,4,0,18.0,53.7,1500,8,10.6,5.3,0.0,47.67,1483.18
1,6,1,9.2,56.1,1500,6,10.4,5.9,0.0,52.68,1599.68
3,1,0,12.3,75.0,4500,4,11.1,3.7,0.0,59.52,1779.07
4,5,0,17.5,59.0,3500,6,8.3,5.7,0.0,51.66,1544.06
2,1,0,11.8,74.9,4500,6,7.9,7.9,0.2,59.92,1757.81
1,6,1,15.6,62.4,800,9,4.6,6.2,0.0,39.86,1152.42
7,0,0,26.4,40.5,1800,4,7.2,6.3,3.5,36.8,1083.53
8,5,1,36.8,45.5,4500,6,8.4,4.9,0.0,68.41,2004.93
7,6,0,34.6,51.9,1200,1,12.2,3.5,0.0,39.32,1127.84
5,4,0,29.6,43.2,3500,7,10.8,4.9,4.7,59.34,1738.94
12,1,1,14.5,46.7,4500,7,5.9,7.3,0.0,58.73,1810.26
1,4,0,20.8,73.7,5000,1,8.3,5.0,0.0,48.69,1424.31
7,5,0,29.0,44.1,3500,8,6.0,5.5,1.0,52.69,1617.82
7,5,0,29.9,52.3,5000,5,11.6,4.7,2.5,65.87,1947.29
9,1,0,26.8,58.6,1200,9,7.4,4.0,1.9,43.64,1317.72
3,4,0,21.2,47.9,800,8,7.0,7.9,3.2,38.78,1126.78
9,2,0,28.9,72.4,800,3,11.3,5.0,0.0,36.25,1096.33
1,4,0,11.9,45.9,1800,1,9.9,4.3,5.2,31.33,1042.39
1,5,0,11.6,62.5,800,3,8.6,5.4,0.0,31.46,912.4
4,4,0,24.9,55.5,3500,2,8.9,4.4,0.0,45.51,1352.08
9,6,1,29.2,54.3,4500,2,6.5,5.7,0.0,52.93,1534.46
6,0,0,27.2,34.4,1500,4,4.0,4.4,5.9,31.78,1002.88
11,2,0,10.9,69.8,800,2,11.3,5.4,1.5,37.98,1196.06
3,3,0,17.1,63.9,1500,8,4.5,5.7,1.6,38.05,1099.56
1,6,0,16.8,51.2,1200,5,9.1,8.3,2.4,38.01,1133.23
4,0,0,30.1,61.0,2800,1,9.0,8.0,2.3,44.8,1362.93
12,3,0,9.7,64.5,3500,6,9.4,6.8,8.6,56.76,1705.82
9,1,1,24.1,39.6,5000,7,5.0,5.6,5.2,60.88,1784.77
3,3,1,16.2,44.8,2200,1,6.5,6.3,3.7,32.4,928.5
12,6,0,21.2,73.7,1800,3,6.1,6.5,0.0,33.93,962.47
9,4,1,25.8,58.7,800,9,7.8,5.2,3.3,43.45,1349.6
7,6,0,25.9,43.9,2800,7,5.7,3.2,0.0,43.26,1327.66
12,3,0,17.6,49.7,4500,4,8.5,2.5,2.8,53.16,1669.88
4,5,1,20.2,46.3,1800,6,7.9,5.4,6.8,36.61,1052.94
3,0,0,12.5,49.7,800,6,9.5,4.8,9.0,40.66,1233.28
10,0,0,18.0,47.3,2200,3,6.0,4.5,2.6,35.02,1056.72
5,3,0,33.8,29.8,2200,2,11.6,4.0,4.2,44.28,1345.11
5,0,0,27.7,64.4,1200,5,9.3,4.2,0.0,37.82,1162.03
3,5,0,18.5,66.6,2800,8,2.8,6.8,0.0,42.21,1410.17
12,6,0,13.9,44.7,5000,3,8.6,1.0,9.3,49.79,1635.82
9,0,1,27.3,56.6,2800,5,11.8,6.4,2.6,55.22,1672.76
4,3,0,23.3,41.7,4500,3,8.6,4.9,3.4,52.97,1661.77
11,2,0,19.3,56.2,1500,7,8.8,7.9,5.2,40.73,1183.13
5,2,0,26.5,46.5,1200,6,6.2,6.0,0.0,37.95,1134.03
4,1,0,25.9,47.4,1800,6,7.7,3.0,0.0,39.07,1136.22
5,0,0,26.1,74.7,5000,1,7.2,2.3,0.0,50.35,1521.85
7,6,0,25.6,45.4,5000,2,7.4,3.5,7.2,52.17,1588.76
9,3,1,23.2,45.3,1500,6,5.6,6.0,2.4,35.45,1166.97
7,0,1,21.1,41.5,800,8,3.6,3.2,1.0,26.54,754.29
5,4,0,35.1,63.2,800,5,10.4,5.7,0.0,42.9,1346.68
10,5,1,25.9,37.7,1800,2,5.9,6.3,0.0,34.81,1025.7
10,0,0,18.3,48.3,1800,5,8.0,4.7,5.0,34.46,1008.68
7,0,0,28.7,68.0,2800,9,8.2,4.6,1.7,56.98,1698.8
10,2,0,19.1,60.4,2200,6,2.7,2.4,3.6,29.46,972.93
5,5,0,32.9,53.0,2800,5,12.3,7.8,1.4,59.37,1692.85
3,3,0,11.6,80.6,3500,6,9.7,8.3,0.0,57.32,1739.95
7,0,0,30.5,53.6,3500,9,7.9,7.7,0.0,58.82,1815.27
11,2,0,17.5,50.8,5000,7,6.4,5.3,4.2,59.97,1755.58
11,1,1,21.7,55.9,2800,3,3.8,5.2,0.0,34.19,1049.69
2,5,0,14.6,43.9,4500,5,7.8,6.5,2.8,57.62,1696.05
12,2,0,7.2,75.1,1200,4,11.5,5.6,0.0,42.41,1360.63
9,2,0,24.9,61.9,4500,5,10.7,1.0,0.0,56.31,1631.3
10,6,0,17.6,71.0,5000,8,6.8,7.2,0.0,62.53,1901.96
10,2,0,22.4,72.1,1800,6,6.5,7.4,0.0,39.65,1170.05
12,6,0,21.5,55.0,2200,4,8.5,7.0,0.0,39.89,1190.42
1,0,0,6.2,48.0,2200,5,8.1,6.2,0.0,48.34,1437.2
6,0,0,25.3,49.4,1200,7,7.6,7.1,5.5,41.25,1287.45
7,1,0,27.5,40.2,2200,8,6.4,3.7,8.2,45.07,1360.87
8,4,0,27.2,54.5,5000,5,8.1,5.4,3.8,58.56,1693.53
10,4,0,25.3,71.1,1800,2,9.2,4.2,3.4,32.77,1000.27
9,4,0,25.2,53.0,1500,6,4.0,7.8,0.0,35.75,1085.18
2,6,0,16.9,59.3,3500,9,9.5,6.2,0.0,60.21,1853.64
11,5,0,15.2,58.2,4500,3,8.5,5.1,0.7,53.44,1618.88
10,5,0,23.0,67.1,2800,7,6.9,4.2,6.4,47.06,1343.94
2,1,0,18.6,49.5,2800,8,9.4,4.2,1.2,50.85,1579.0
5,5,0,22.7,24.3,2200,6,4.9,3.9,10.3,38.13,1195.85
5,4,0,29.5,56.3,2800,3,5.9,6.4,7.5,41.58,1271.53
6,4,0,29.2,61.9,5000,1,6.4,6.0,0.1,53.22,1610.26
3,2,0,22.7,60.4,1200,3,7.6,5.7,0.0,31.36,958.24
8,5,1,28.0,44.8,1500,6,7.1,6.8,1.5,42.2,1318.6
1,0,1,15.7,45.7,800,4,5.8,4.2,0.0,28.18,907.28
6,0,0,28.7,55.9,1800,1,6.4,2.3,0.0,29.36,905.42
4,2,0,21.6,54.2,1200,6,6.5,6.6,0.0,36.63,1128.12
1,2,0,15.2,57.8,2800,1,7.7,5.0,3.6,36.57,1106.72
7,2,1,32.4,72.5,800,8,6.6,7.0,0.0,43.15,1403.36
9,0,1,20.4,43.6,4500,3,3.4,5.9,4.8,42.49,1183.57
4,4,0,28.5,73.8,2800,3,7.2,5.2,1.8,42.85,1256.41
4,2,0,13.6,52.9,5000,1,10.1,5.4,4.3,53.07,1556.95
6,1,0,25.8,28.0,2800,3,6.6,7.4,4.5,41.72,1346.91
12,6,0,14.6,57.8,3500,7,5.0,5.3,3.5,48.52,1446.47
3,2,0,19.9,66.5,2200,8,6.2,6.9,0.0,43.49,1215.42
12,6,0,22.2,55.6,4500,8,6.4,6.3,0.0,60.47,1778.35
6,3,1,20.6,32.3,4500,3,3.1,2.8,4.1,44.33,1355.77
7,2,0,27.7,48.7,5000,5,5.6,3.5,4.0,50.01,1502.56
11,0,0,8.4,49.0,2800,1,11.3,5.0,0.0,44.04,1317.45
10,5,1,22.1,63.4,800,9,3.9,5.2,0.0,36.05,1091.57
10,2,1,23.2,66.8,5000,8,8.2,4.4,0.1,68.34,2102.45
3,5,0,25.2,42.3,1500,2,4.2,6.8,1.5,24.87,788.52
7,3,0,30.5,42.2,5000,1,5.8,2.9,0.0,49.32,1443.79
3,1,0,22.7,64.1,3500,4,6.6,5.1,0.0,41.5,1259.2
2,5,0,17.7,47.2,1500,9,5.5,4.6,3.2,35.18,1126.07
12,6,1,13.1,47.0,5000,8,7.3,8.0,4.5,71.28,2149.0
10,4,1,15.7,43.4,3500,3,7.9,9.1,7.7,50.31,1483.58
4,2,0,23.2,56.7,3500,6,5.5,5.1,3.8,43.05,1240.8
12,3,0,8.4,63.7,3500,9,7.9,7.2,2.3,60.68,1831.87
8,3,0,34.8,44.3,1200,8,11.1,7.7,0.0,51.71,1542.52
9,5,1,25.3,55.1,1800,5,7.7,6.8,4.0,41.22,1227.02
7,1,0,35.4,69.0,4500,9,10.4,7.1,0.0,72.76,2193.19
1,0,0,11.8,47.6,1200,9,8.7,3.2,0.0,44.55,1306.14
3,2,0,19.2,31.6,1800,3,4.9,7.1,7.9,29.75,950.65
12,3,0,16.0,65.5,4500,8,5.5,6.3,0.0,56.39,1688.52
9,1,0,25.8,53.7,1500,4,6.8,5.1,4.8,31.98,1048.77
12,4,0,13.1,51.5,2800,7,6.8,5.6,0.0,49.21,1522.8
1,3,1,15.8,67.2,1200,8,7.5,6.2,0.0,42.16,1261.38
